date,geography,indicator,value
1971-01,"Calgary, Alberta",All-items,20.5
1971-01,"Vancouver, British Columbia",All-items,20.9
1971-02,Canada,All-items,20.5
1971-02,"St. John's, Newfoundland and Labrador",All-items,20.5
1971-02,"Halifax, Nova Scotia",All-items,21.3
1971-02,"Saint John, New Brunswick",All-items,21.0
1971-02,"Québec, Quebec",All-items,21.1
1971-02,"Montréal, Quebec",All-items,20.9
1971-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,20.4
1971-02,"Toronto, Ontario",All-items,19.8
1971-02,"Thunder Bay, Ontario",All-items,20.9
1971-02,"Winnipeg, Manitoba",All-items,20.4
1971-02,"Regina, Saskatchewan",All-items,20.7
1971-02,"Saskatoon, Saskatchewan",All-items,21.2
1971-02,"Edmonton, Alberta",All-items,21.0
1971-02,"Calgary, Alberta",All-items,20.7
1971-02,"Vancouver, British Columbia",All-items,21.1
1971-03,Canada,All-items,20.5
1971-03,"St. John's, Newfoundland and Labrador",All-items,20.5
1971-03,"Halifax, Nova Scotia",All-items,21.4
1971-03,"Saint John, New Brunswick",All-items,21.0
1971-03,"Québec, Quebec",All-items,21.2
1971-03,"Montréal, Quebec",All-items,21.0
1971-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,20.5
1971-03,"Toronto, Ontario",All-items,19.9
1971-03,"Thunder Bay, Ontario",All-items,21.0
1971-03,"Winnipeg, Manitoba",All-items,20.4
1971-03,"Regina, Saskatchewan",All-items,20.7
1971-03,"Saskatoon, Saskatchewan",All-items,21.2
1971-03,"Edmonton, Alberta",All-items,20.9
1971-03,"Calgary, Alberta",All-items,20.7
1971-03,"Vancouver, British Columbia",All-items,21.1
1971-04,Canada,All-items,20.7
1971-04,"St. John's, Newfoundland and Labrador",All-items,20.7
1971-04,"Halifax, Nova Scotia",All-items,21.7
1971-04,"Saint John, New Brunswick",All-items,21.3
1971-04,"Québec, Quebec",All-items,21.4
1971-04,"Montréal, Quebec",All-items,21.1
1971-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,20.7
1971-04,"Toronto, Ontario",All-items,20.1
1971-04,"Thunder Bay, Ontario",All-items,21.0
1971-04,"Winnipeg, Manitoba",All-items,20.5
1971-04,"Regina, Saskatchewan",All-items,20.8
1971-04,"Saskatoon, Saskatchewan",All-items,21.4
1971-04,"Edmonton, Alberta",All-items,21.0
1971-04,"Calgary, Alberta",All-items,20.7
1971-04,"Vancouver, British Columbia",All-items,21.2
1971-05,Canada,All-items,20.7
1971-05,"St. John's, Newfoundland and Labrador",All-items,20.9
1971-05,"Halifax, Nova Scotia",All-items,21.8
1971-05,"Saint John, New Brunswick",All-items,21.3
1971-05,"Québec, Quebec",All-items,21.4
1971-05,"Montréal, Quebec",All-items,21.2
1971-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,20.8
1971-05,"Toronto, Ontario",All-items,20.2
1971-05,"Thunder Bay, Ontario",All-items,21.2
1971-05,"Winnipeg, Manitoba",All-items,20.6
1971-05,"Regina, Saskatchewan",All-items,20.9
1971-05,"Saskatoon, Saskatchewan",All-items,21.4
1971-05,"Edmonton, Alberta",All-items,21.2
1971-05,"Calgary, Alberta",All-items,20.7
1971-05,"Vancouver, British Columbia",All-items,21.3
1971-06,Canada,All-items,20.8
1971-06,"St. John's, Newfoundland and Labrador",All-items,20.9
1971-06,"Halifax, Nova Scotia",All-items,21.8
1971-06,"Saint John, New Brunswick",All-items,21.3
1971-06,"Québec, Quebec",All-items,21.5
1971-06,"Montréal, Quebec",All-items,21.3
1971-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,20.9
1971-06,"Toronto, Ontario",All-items,20.2
1971-06,"Thunder Bay, Ontario",All-items,21.2
1971-06,"Winnipeg, Manitoba",All-items,20.7
1971-06,"Regina, Saskatchewan",All-items,20.9
